path,lines,scan,python_functions,broad_exception_handlers
frontend/src/pages/Onboarding.jsx,83,static inventory; lint/build scope configured separately,,
frontend/src/pages/Preferences.jsx,210,static inventory; lint/build scope configured separately,,
frontend/src/pages/Results.jsx,129,static inventory; lint/build scope configured separately,,
frontend/src/pages/Signup.jsx,111,static inventory; lint/build scope configured separately,,
frontend/src/pages/Sources.jsx,46,static inventory; lint/build scope configured separately,,
frontend/src/pages/authValidation.js,51,static inventory; lint/build scope configured separately,,
frontend/src/pages/authValidation.test.js,54,static inventory; lint/build scope configured separately,,
frontend/src/pages/llmQaHelpers.js,277,static inventory; lint/build scope configured separately,,
frontend/src/pages/llmQaHelpers.test.js,416,static inventory; lint/build scope configured separately,,
frontend/src/utils/index.ts,3,static inventory; lint/build scope configured separately,,
frontend/tailwind.config.js,157,static inventory; lint/build scope configured separately,,
frontend/vite.config.js,25,static inventory; lint/build scope configured separately,,
scripts/generate_audit_report.py,156,Python AST parsed,4,0
